,name,city,country,latitude,longitude,starbucks,starbucks_lat,starbucks_lon
718,Owlient,Paris,FRA,48.8308091,2.3032201,,,
719,SCVNGR,Boston,USA,42.3406534,-71.0680027,,,
720,Transfer To,Singapore,SGP,1.3006925,103.8575356,Starbucks,1.3011894,103.8572771
721,Transfer To,Palo Alto,USA,40.705255,-74.010983,Starbucks,40.705162,-74.01133
722,GameChanger Media,New York,USA,40.7078343,-74.0136605,Starbucks,40.706806,-74.012968
723,Z2Live,Seattle,USA,47.6103008,-122.3399782,Starbucks,47.6090095,-122.3399417
724,Livescribe,Stockholm,SWE,59.3179118,18.0339733,,,
725,Tongal,Santa Monica,USA,34.007112,-118.489748,,,
726,Ranker,Los Angeles,USA,34.1012181,-118.325739,Starbucks,34.101484,-118.3265
727,Preview Networks,Copenhagen,DNK,55.6659813,12.5800751,,,
728,Musicmetric,London,GBR,51.5253765,-0.0856982,Starbucks Coffee,51.5262525,-0.08800519999999999
729,HealthEngine,Perth,AUS,-31.97822,115.89084,,,
730,Openbravo,Barcelona,ESP,41.3935324,2.1660785,Starbucks,41.3929045,2.1654015
731,Newser,Chicago,USA,41.879535,-87.624333,Starbucks,41.879435,-87.624625
732,Smallaa,San Jose,USA,37.39458,-121.928393,,,
733,Basho Technologies,Cambridge,USA,42.365867,-71.092285,,,
734,Phurnace Software,Austin,USA,30.271393,-97.748623,,,
735,Smash Technologies,"Pittsburgh,",USA,40.4290508,-79.9707345,,,
736,Factery,Menlo Park,USA,37.4484914,-122.1802812,Starbucks,37.4509304,-122.178747
737,Busca Corp,La Jolla,USA,32.841791,-117.274602,Starbucks,32.842596,-117.271991
738,Busca Corp,"Tijuana, B.C.",MEX,32.5217442,-117.0274947,,,
739,Busca Corp,Mexico City,MEX,19.4164309,-99.1651395,,,
740,Milo,Palo Alto,USA,37.444531,-122.163352,Starbucks,37.446791,-122.160561
741,Kidlandia,SAN FRANCISCO,USA,37.8017938,-122.4043215,Starbucks,37.802887,-122.402977
742,textPlus,Marina del Rey,USA,33.984469,-118.43679,Starbucks,33.985106,-118.43958
743,Servo Software,San Mateo,USA,37.552262,-122.292146,,,
744,ColdLight Solutions,Wayne,USA,40.075096,-75.42402,,,
745,VKernel Corporation,Boston,USA,42.3497366,-71.0491901,Starbucks,42.3514618,-71.0504454
746,Mobidia Technology,Richmond,CAN,49.1859246,-123.1072471,,,
747,Shareaholic,Boston,USA,42.3647559,-71.1032591,Starbucks,42.365628,-71.10375
748,Sand 9,Cambridge,USA,42.3488891,-71.1068046,Starbucks,42.35115330000001,-71.1089588
749,First Coverage,"Toronto, ON",CAN,43.6878093,-79.3958388,Starbucks,43.68851189999999,-79.39393
750,First Coverage,Boston,USA,42.356931,-71.053991,Starbucks,42.355905,-71.05275999999999
751,Bigfoot Networks,Redwood City,USA,37.536402,-122.325129,Starbucks,37.534018,-122.326154
752,Bigfoot Networks,Austin,USA,30.42845,-97.748816,,,
753,Playdom,Palo Alto,USA,37.393536,-122.076747,,,
754,Firm58,Chicago,USA,41.879641,-87.6425816,Starbucks,41.8794042,-87.6408727
755,Firm58,New York,USA,40.766734,-73.988265,Starbucks,40.76915,-73.988233
756,Elanti Systems,Somerset,USA,40.535316,-74.521435,Micro starbucks,40.5370435,-74.5192521
757,Illumitex,Austin,USA,30.239294,-97.838813,,,
758,Marketcetera,San Francisco,USA,37.788864,-122.4008487,Starbucks,37.788673,-122.400874
759,Veeva,Pleasanton,USA,37.69249,-121.900722,,,
760,Lightning Gaming,Boothwyn,USA,39.8728373,-75.4784988,,,
761,Aria Networks,Chippenham,GBR,51.4515283,-2.1334555,,,
762,Garlik,Richmond,GBR,51.462108,-0.295441,,,
763,Garlik,New York,USA,40.7615818,-73.970624,Starbucks,40.761316,-73.96903499999999
764,Saavn,New York,USA,40.743877,-73.98618,Starbucks,40.7449904,-73.9868247
765,Social Solutions,Baltimore,USA,39.281734,-76.581864,Starbucks,39.280753,-76.580356
766,Syntensia,Stockholm,SWE,59.6121259,17.8947672,,,
767,PlantSense,San Francisco,USA,37.7697623,-122.4183929,Starbucks,37.7700385,-122.4161985
768,My-Hammer,Berlin,DEU,52.5092312,13.3883606,Starbucks,52.5111048,13.3899791
769,The Resumator,Pittsburgh,USA,40.438423,-80.001933,Starbucks,40.440254,-80.002256
770,OutSmart Power Systems,Natick,USA,42.2968126,-71.3876282,Starbucks,42.298067,-71.38710499999999
771,ShopSavvy,San Francsico,USA,37.7770719,-122.3966273,Starbucks,37.777035,-122.393641
772,BeeTV,Milan,ITA,45.4636889,9.1881408,STARBUCKS RESERVE® ROASTERY Milano,45.4648798,9.186104499999999
773,GameGround,New York,USA,40.756054,-73.986951,Starbucks,40.7567274,-73.9858802
774,Blip,Santa Monica,USA,34.0272246,-118.4682333,,,
775,Althea Systems,Bangalore,IND,12.9349604,77.6136847,Starbucks Coffee House,12.9351626,77.6134972
776,Novasentis,State College,USA,40.830662,-77.844388,,,
777,isango!,London,GBR,51.519816,-0.1361616,Starbucks Coffee,51.52070879999999,-0.134725
778,uControl,Austin,USA,30.3542873,-97.7976572,,,
779,Vyatta,Belmont,USA,37.524422,-122.265869,,,
780,Ykone,Paris,FRA,48.8566667,2.3509871,Starbucks,48.8568201,2.3548934
781,Moviepilot,Berlin,DEU,52.4947266,13.398504,,,
782,Moviepilot,Los Angeles,USA,34.0522342,-118.2436849,Starbucks,34.050984,-118.242338
783,Forterra Systems,San Mateo,USA,37.561576,-122.284173,Starbucks,37.5590258,-122.2830814
784,FastSoft,Pasadena,USA,34.142973,-118.140553,Starbucks,34.145683,-118.143233
785,Layar,Amsterdam,NLD,52.3657578,4.8928722,STARBUCKS The Bank Rembrandtplein,52.3659541,4.8977405
786,INRIX,Kirkland,USA,47.6434969,-122.2033998,,,
787,Global Fitness Media,Los Angeles,USA,34.054318,-118.462876,Starbucks,34.053737,-118.466101
788,BPL Global,Sewickley,USA,40.612461,-80.098299,,,
789,Accellos,Colorado Springs,USA,38.833716,-104.826256,Starbucks,38.8336121,-104.8266909
790,VendAsta,Saskatoon,CAN,52.143886,-106.6634565,,,
791,Pontis,Ra’anana,ISR,32.1980455,34.8824253,,,
792,Pontis,Capital Federal,ARG,-34.5631882,-58.4541925,Starbucks,-34.5628359,-58.4562772
793,Exalt Communications,Campbell,USA,37.2628816,-121.9602134,,,
794,20:20 Mobile,"Crewe, Cheshire",ARE,53.0842802,-2.423658,,,
795,CrowdGather,Woodland Hills,USA,34.168955,-118.575293,,,
796,Azingo,Sunnyvale,USA,37.382162,-122.036301,,,
797,Omni-ID,Foster City,USA,37.561111,-122.270487,Starbucks,37.559204,-122.2673
798,Aveksa,Waltham,USA,42.3988661,-71.253781,,,
799,Aveksa,Bangalore,IND,12.9346716,77.6317612,,,
800,Mobiles Republic,Bordeaux Cedex,FRA,44.8743952,-0.5754294,,,
801,Edgeware,STOCKHOLM,SWE,59.3326694,18.0523253,Starbucks Stockholm Central Station,59.3305951,18.057374
802,Edgeware,San Jose,USA,37.3403284,-121.8864433,Starbucks,37.33738,-121.888408
803,FireScope,Huntington Beach,USA,33.664705,-118.012553,,,
804,FireScope,Carrollton,USA,33.0353,-96.9274,,,
805,FireScope,Sydney,AUS,-33.867139,151.207114,Starbucks,-33.8652185,151.2054493
806,FireScope,London,GBR,51.5001524,-0.1262362,,,
807,High Gear Media,Menlo Park,USA,37.445335,-122.15833,Starbucks,37.446791,-122.160561
808,ChallengePost,New York,USA,40.7408042,-74.00717,Starbucks Reserve New York Roastery,40.7405581,-74.0059674
809,DeciZium,San Jose,USA,37.337756,-121.89435,Starbucks,37.335283,-121.892859
810,ISIS sentronics,,DEU,48.265012,13.0305666,,,
811,StyleCaster,New York City,USA,40.7450497,-73.9900984,Starbucks,40.74525,-73.99086799999999
812,Grain Management,Sarasota,USA,27.3372319,-82.5309605,,,
813,Teambox,Barcelona,ESP,41.4063346,2.1920231,Starbucks,41.4049021,2.1912858
814,Testplant,London,GBR,51.517356,-0.1037742,Starbucks,51.5165386,-0.1033868
815,Testplant,Boulder,USA,40.0230047,-105.2532841,Starbucks,40.021885,-105.25653
816,Culture Jam,Los Angeles,USA,34.0137151,-118.4660597,,,
817,Clavis Technology,Cambridge,USA,42.3626626,-71.084153,Starbucks,42.363041,-71.08592999999999
818,Equiendo,Nangor Road,IRL,53.3370743,-6.2518914,,,
819,Continuity Engine,New Haven,USA,41.3279176,-73.2435522,,,
820,Incuity Software,Mission Viejo,USA,33.6640874,-117.6325191,,,
821,Tiny Speck,Vancouver,CAN,49.2824551,-123.109217,Starbucks,49.2844427,-123.108513
